dimension,episode,mean,min,max
eef_z,4,-0.08176346868276596,-0.17407898604869843,0.011788945645093918
rot_x,4,-1.6029119491577148,-1.8325912952423096,-1.3303076028823853
rot_y,4,-0.2933342158794403,-0.568949282169342,-0.11519581824541092
rot_z,4,0.15579791367053986,0.08745206147432327,0.22514502704143524
gripper,4,0.05552424117922783,0.024895397946238518,0.08009347319602966
eef_x,5,-0.07390262186527252,-0.19682903587818146,0.07641350477933884
eef_y,5,0.19902053475379944,0.0894884541630745,0.28539904952049255
eef_z,5,-0.09459783136844635,-0.16045279800891876,0.006263214163482189
rot_x,5,-1.643507957458496,-1.9306360483169556,-1.2682534456253052
rot_y,5,-0.34160056710243225,-0.6966477036476135,0.03457474336028099
rot_z,5,0.13446569442749023,0.002050381852313876,0.26139581203460693
gripper,5,0.056302446871995926,0.00273806881159544,0.08009347319602966
eef_x,6,-0.04715629294514656,-0.21323882043361664,0.07081306725740433
eef_y,6,0.2084348499774933,0.11998496204614639,0.2960607409477234
eef_z,6,-0.0995304062962532,-0.20202890038490295,0.03157055377960205
rot_x,6,-1.6817810535430908,-1.944847822189331,-1.2904653549194336
rot_y,6,-0.17674791812896729,-0.4340343177318573,0.08156079798936844
rot_z,6,0.17971926927566528,0.09011481702327728,0.2451878786087036
gripper,6,0.05310314521193504,0.024270938709378242,0.08009347319602966
eef_x,7,-0.10158055275678635,-0.27476683259010315,0.011614808812737465
eef_y,7,0.2072504609823227,0.09786942601203918,0.31341874599456787
eef_z,7,-0.07849566638469696,-0.15811780095100403,0.015489974059164524
rot_x,7,-1.5849143266677856,-1.8164734840393066,-1.1192034482955933
rot_y,7,-0.3676595687866211,-0.611343264579773,-0.1032794937491417
rot_z,7,0.1636994630098343,0.07447901368141174,0.24692271649837494
gripper,7,0.055399566888809204,0.024477515369653702,0.08009347319602966
eef_x,8,-0.07921184599399567,-0.24043706059455872,0.051579881459474564
eef_y,8,0.1935892403125763,0.09459242224693298,0.3352283537387848
eef_z,8,-0.08621455729007721,-0.15857790410518646,0.004243749193847179
rot_x,8,-1.624632477760315,-1.8648853302001953,-1.4269299507141113
rot_y,8,-0.31843331456184387,-0.5423539876937866,-0.12889330089092255
rot_z,8,0.16321584582328796,0.08875679224729538,0.23799733817577362
gripper,8,0.05632460489869118,0.026437202468514442,0.08009347319602966
eef_x,9,-0.08543061465024948,-0.21028722822666168,0.009065069258213043
eef_y,9,0.19915534555912018,0.09443214535713196,0.3497059643268585
eef_z,9,-0.0702688992023468,-0.16335485875606537,-0.005290130153298378
rot_x,9,-1.697412371635437,-1.9456700086593628,-1.4247217178344727
rot_y,9,-0.28239089250564575,-0.4699442684650421,-0.15115824341773987
rot_z,9,0.1430833637714386,0.05815568566322327,0.22936849296092987
gripper,9,0.05291463062167168,0.026434961706399918,0.08009347319602966
eef_x,10,-0.08339439332485199,-0.19524413347244263,0.006111496593803167
eef_y,10,0.2122621387243271,0.11415622383356094,0.3439008891582489
eef_z,10,-0.07236222922801971,-0.16760626435279846,0.02443053014576435
rot_x,10,-1.5970897674560547,-1.8731366395950317,-1.223894476890564
rot_y,10,-0.2967170178890228,-0.6538757681846619,-0.08341089636087418
rot_z,10,0.157521054148674,0.06597671657800674,0.23039127886295319
gripper,10,0.05706513673067093,0.025224784389138222,0.08009347319602966
eef_x,11,-0.11309566348791122,-0.32139647006988525,0.07550003379583359
eef_y,11,0.21016065776348114,0.10830207169055939,0.33584079146385193
eef_z,11,-0.07324247807264328,-0.1351991444826126,-0.016561416909098625
rot_x,11,-1.6307868957519531,-1.9045147895812988,-1.43819260597229
rot_y,11,-0.2780146300792694,-0.655526876449585,0.030149217694997787
rot_z,11,0.14036518335342407,0.03013630397617817,0.2695724368095398
gripper,11,0.0544622465968132,0.002896255347877741,0.08009347319602966
eef_x,12,-0.11577776074409485,-0.3227781057357788,0.06702250242233276
eef_y,12,0.2040788233280182,0.009640061296522617,0.32705798745155334
eef_z,12,-0.10909809172153473,-0.22913944721221924,-0.007618156261742115
rot_x,12,-1.6830646991729736,-1.865835189819336,-1.5222474336624146
rot_y,12,-0.15616080164909363,-0.40208953619003296,0.2771438956260681
rot_z,12,0.1325051486492157,0.026010150089859962,0.2691127061843872
gripper,12,0.06010046973824501,0.027320900931954384,0.08009347319602966
eef_x,13,-0.024560075253248215,-0.12906883656978607,0.08628802746534348
eef_y,13,0.20095710456371307,0.07277728617191315,0.2925677001476288
eef_z,13,-0.12689946591854095,-0.21644531190395355,-0.03913654759526253
rot_x,13,-1.6346898078918457,-1.8331191539764404,-1.4383779764175415
rot_y,13,-0.17515921592712402,-0.32267946004867554,0.00214313599281013
rot_z,13,0.16574499011039734,0.08496984094381332,0.24955041706562042
gripper,13,0.056836169213056564,0.02757510356605053,0.08009347319602966
eef_x,14,-0.03936086595058441,-0.19852913916110992,0.10318518429994583
eef_y,14,0.19408147037029266,0.09054750204086304,0.30884504318237305
eef_z,14,-0.13168591260910034,-0.22448578476905823,-0.01128681655973196
rot_x,14,-1.6977689266204834,-1.9001832008361816,-1.4519296884536743
rot_y,14,-0.2241295576095581,-0.4610748887062073,-0.03276623412966728
rot_z,14,0.17639362812042236,0.11634239554405212,0.24728865921497345
gripper,14,0.058316752314567566,0.023372823372483253,0.08009347319602966
eef_x,15,-0.09885309636592865,-0.21565262973308563,-0.014546758495271206
eef_y,15,0.19313551485538483,0.0967985987663269,0.3046721816062927
eef_z,15,-0.1305321902036667,-0.21601158380508423,-0.028577005490660667
rot_x,15,-1.7694185972213745,-1.9196867942810059,-1.6036723852157593
rot_y,15,-0.23967516422271729,-0.4251381754875183,0.04424009844660759
rot_z,15,0.20505991578102112,0.10904862731695175,0.32477006316185
gripper,15,0.05341484025120735,0.027437688782811165,0.08009347319602966
eef_x,16,-0.12365207821130753,-0.24500404298305511,-0.015601713210344315
eef_y,16,0.21392172574996948,0.11818237602710724,0.3193148672580719
eef_z,16,-0.09999321401119232,-0.18313656747341156,0.012346770614385605
rot_x,16,-1.8209881782531738,-1.9354298114776611,-1.584922432899475
rot_y,16,-0.21098992228507996,-0.3845219910144806,0.08019904047250748
rot_z,16,0.18081845343112946,0.09232275187969208,0.3081629276275635
gripper,16,0.05653395131230354,0.006068412680178881,0.08009347319602966
eef_x,17,-0.07438948005437851,-0.25175392627716064,0.04761433228850365
eef_y,17,0.1860734075307846,0.09722884744405746,0.3293272852897644
eef_z,17,-0.10927584022283554,-0.19237661361694336,-0.012113839387893677
rot_x,17,-1.5785163640975952,-1.7895678281784058,-1.2677842378616333
rot_y,17,-0.3236522674560547,-0.8355109095573425,-0.00888716522604227
rot_z,17,0.10107865929603577,-0.0052267094142735004,0.16548806428909302
gripper,17,0.056581761687994,0.02565521001815796,0.08009347319602966
eef_x,18,-0.09133847057819366,-0.24952919781208038,0.033140309154987335
eef_y,18,0.2014531046152115,0.09242865443229675,0.3421544134616852
eef_z,18,-0.08090128749608994,-0.19138140976428986,-0.0010610038880258799
rot_x,18,-1.6458725929260254,-1.8195796012878418,-1.4006174802780151
rot_y,18,-0.25118768215179443,-0.4413153827190399,-0.05363018438220024
rot_z,18,0.1355738490819931,0.05089869350194931,0.17731258273124695
gripper,18,0.05600382760167122,0.026675207540392876,0.08009347319602966
eef_x,19,-0.07908249646425247,-0.24423038959503174,0.02974173054099083
eef_y,19,0.1828044205904007,0.0952337458729744,0.33012184500694275
eef_z,19,-0.10190369933843613,-0.1814371645450592,0.0003756694495677948
rot_x,19,-1.6251362562179565,-1.867273211479187,-1.3130316734313965
rot_y,19,-0.2704589366912842,-0.5266757011413574,0.014468005858361721
rot_z,19,0.1312493234872818,0.06433948874473572,0.2317374050617218
gripper,19,0.05248237028717995,0.02584034390747547,0.08009347319602966
eef_x,20,-0.10174226015806198,-0.2758607566356659,0.04892413318157196
eef_y,20,0.18900948762893677,0.10936495661735535,0.3292403519153595
eef_z,20,-0.08768205344676971,-0.1614948809146881,0.00844369363039732
rot_x,20,-1.618578553199768,-1.8966690301895142,-1.277248501777649
rot_y,20,-0.35726699233055115,-0.7082424163818359,-0.12952429056167603
rot_z,20,0.11313662678003311,0.02718949317932129,0.2249527871608734
gripper,20,0.05752274766564369,0.025701509788632393,0.08009347319602966
eef_x,21,-0.071971096098423,-0.2522372901439667,0.12515856325626373
eef_y,21,0.19747556746006012,0.10698536038398743,0.33398258686065674
eef_z,21,-0.09545795619487762,-0.1611553430557251,0.007389348931610584
rot_x,21,-1.563708782196045,-1.7809696197509766,-1.2470629215240479
rot_y,21,-0.4039996266365051,-0.9777415990829468,0.009474101476371288
rot_z,21,0.1549927145242691,0.035256676375865936,0.2564707100391388
gripper,21,0.05506760999560356,0.004617409780621529,0.08009347319602966
eef_x,22,-0.07656336575746536,-0.2085948884487152,0.02700328268110752
eef_y,22,0.1995617151260376,0.11753115803003311,0.3410651385784149
eef_z,22,-0.09651646763086319,-0.18189175426959991,0.00866682454943657
rot_x,22,-1.709085464477539,-1.8948689699172974,-1.473287582397461
rot_y,22,-0.31508392095565796,-0.7560181617736816,-0.07014856487512589
rot_z,22,0.19899024069309235,0.11188126355409622,0.2997317314147949
gripper,22,0.055405277758836746,0.02607358619570732,0.08009347319602966
eef_x,23,-0.0720047727227211,-0.23946291208267212,0.03495706990361214
eef_y,23,0.19252577424049377,0.09681282937526703,0.3336910307407379
eef_z,23,-0.0917338952422142,-0.16372667253017426,-0.009642209857702255
rot_x,23,-1.6668192148208618,-1.8825407028198242,-1.3456075191497803
rot_y,23,-0.2578183114528656,-0.5864872336387634,0.1091063991189003
rot_z,23,0.13609261810779572,0.029258914291858673,0.2008650153875351
gripper,23,0.05581941083073616,0.026975970715284348,0.08009347319602966
eef_x,24,-0.07237190008163452,-0.23555293679237366,0.029489640146493912
eef_y,24,0.20616421103477478,0.1005115881562233,0.33464479446411133
eef_z,24,-0.07424664497375488,-0.15255828201770782,0.028827672824263573
rot_x,24,-1.5879782438278198,-1.7795825004577637,-1.2387088537216187
rot_y,24,-0.3042592704296112,-0.8175215125083923,-0.03782234340906143
rot_z,24,0.17441193759441376,0.02600998431444168,0.2783641219139099
gripper,24,0.057751793414354324,0.02703585848212242,0.08009347319602966
eef_x,25,-0.07358092069625854,-0.19508466124534607,0.06904371082782745
eef_y,25,0.19323813915252686,0.09809719026088715,0.32419759035110474
eef_z,25,-0.08060933649539948,-0.159463569521904,0.003708307631313801
rot_x,25,-1.5616792440414429,-1.7769155502319336,-1.2968459129333496
rot_y,25,-0.34642109274864197,-1.109810471534729,-0.13650289177894592
rot_z,25,0.1416308581829071,0.044749245047569275,0.2447340190410614
gripper,25,0.05562644079327583,0.02665894851088524,0.08009347319602966
eef_x,26,-0.11550958454608917,-0.30525606870651245,0.054433539509773254
eef_y,26,0.18350516259670258,0.08730173110961914,0.3114100396633148
eef_z,26,-0.08739504218101501,-0.15364821255207062,0.009072353132069111
rot_x,26,-1.610771894454956,-1.8476513624191284,-1.3143994808197021
rot_y,26,-0.36028850078582764,-1.0129634141921997,-0.14121147990226746
rot_z,26,0.14918050169944763,0.07757747918367386,0.24190032482147217
gripper,26,0.05471474677324295,0.02502097375690937,0.08009347319602966
eef_x,27,-0.03752066567540169,-0.24442826211452484,0.12013226002454758
eef_y,27,0.2176799774169922,0.11478526145219803,0.36251354217529297
eef_z,27,-0.07910556346178055,-0.19022242724895477,0.02206127718091011
rot_x,27,-1.6729276180267334,-1.9384653568267822,-1.37172532081604
rot_y,27,-0.2973483204841614,-0.8714292645454407,-0.036860641092061996
rot_z,27,0.13904082775115967,0.015152362175285816,0.2316623330116272
gripper,27,0.05449901521205902,0.025900645181536674,0.08009347319602966
eef_x,28,-0.05602100118994713,-0.21791332960128784,0.06579924374818802
eef_y,28,0.2142036408185959,0.10326029360294342,0.35587427020072937
eef_z,28,-0.05852612480521202,-0.1284766048192978,0.04164980351924896
rot_x,28,-1.6314599514007568,-1.8524444103240967,-1.3333935737609863
rot_y,28,-0.24808864295482635,-0.40621793270111084,-0.04269713908433914
rot_z,28,0.166138157248497,0.09877307713031769,0.22197306156158447
gripper,28,0.056303348392248154,0.026124827563762665,0.08009347319602966
eef_x,29,-0.042834486812353134,-0.1724095344543457,0.06135158985853195
eef_y,29,0.22399520874023438,0.11592010408639908,0.3885593116283417
eef_z,29,-0.07353100180625916,-0.16802863776683807,0.045844633132219315
rot_x,29,-1.7217179536819458,-1.944247841835022,-1.3787859678268433
rot_y,29,-0.3048308491706848,-0.5483110547065735,-0.11996272951364517
rot_z,29,0.18381020426750183,0.09984449297189713,0.2772238254547119
gripper,29,0.05836544930934906,0.027338432148098946,0.08009347319602966
eef_x,30,-0.03427288308739662,-0.17962636053562164,0.0865635946393013
eef_y,30,0.22166825830936432,0.1267029494047165,0.38431650400161743
eef_z,30,-0.09015066921710968,-0.19409692287445068,0.04956871643662453
rot_x,30,-1.6946269273757935,-1.8930405378341675,-1.4149699211120605
rot_y,30,-0.2925786077976227,-0.7293090224266052,-0.047517549246549606
rot_z,30,0.138825461268425,0.050475820899009705,0.22301360964775085
gripper,30,0.05663871392607689,0.027288421988487244,0.08009347319602966
eef_x,31,-0.05490267649292946,-0.21193011105060577,0.08936908841133118
eef_y,31,0.24813485145568848,0.12497114390134811,0.37931621074676514
eef_z,31,-0.04473432898521423,-0.11914683878421783,0.04730894789099693
rot_x,31,-1.661508560180664,-1.8633686304092407,-1.3976328372955322
rot_y,31,-0.3399105966091156,-0.634993314743042,-0.1300239861011505
rot_z,31,0.14133529365062714,0.05893911048769951,0.21765585243701935
gripper,31,0.055408064275979996,0.026475565508008003,0.08009347319602966
eef_x,32,-0.061126913875341415,-0.20775991678237915,0.11178503185510635
eef_y,32,0.23164665699005127,0.11923127621412277,0.3678387403488159
eef_z,32,-0.040704645216464996,-0.11722036451101303,0.05384138971567154
rot_x,32,-1.6122969388961792,-1.8161506652832031,-1.3052279949188232
rot_y,32,-0.24910610914230347,-0.4507015645503998,0.12276628613471985
rot_z,32,0.1585060954093933,0.0976736843585968,0.2171798050403595
gripper,32,0.05544773116707802,0.026276513934135437,0.08009347319602966
eef_x,33,-0.05265539139509201,-0.1994466781616211,0.0516352504491806
eef_y,33,0.2305736243724823,0.13212475180625916,0.3718632459640503
eef_z,33,-0.062342338263988495,-0.13081137835979462,0.03302355110645294
rot_x,33,-1.7006630897521973,-1.9824376106262207,-1.3888845443725586
rot_y,33,-0.23531363904476166,-0.6016098260879517,-0.09284388273954391
rot_z,33,0.19051480293273926,0.11218930780887604,0.3077097535133362
gripper,33,0.059135083109140396,0.02666146121919155,0.08009347319602966
eef_x,34,-0.04618879407644272,-0.19739936292171478,0.10368749499320984
eef_y,34,0.2288094460964203,0.12160813808441162,0.35735446214675903
eef_z,34,-0.07810099422931671,-0.16350163519382477,0.013937761075794697
rot_x,34,-1.654084324836731,-1.8705588579177856,-1.3135111331939697
rot_y,34,-0.2944861650466919,-1.094672679901123,0.09214603900909424
rot_z,34,0.2006518691778183,0.02202630788087845,0.33824196457862854
gripper,34,0.053365595638751984,0.0027058536652475595,0.08009347319602966
eef_x,35,-0.06220433488488197,-0.23098580539226532,0.08724957704544067
eef_y,35,0.20644278824329376,0.12973803281784058,0.35814160108566284
eef_z,35,-0.07573547214269638,-0.15061286091804504,0.01957269385457039
rot_x,35,-1.7289330959320068,-1.9195126295089722,-1.3911988735198975
rot_y,35,-0.12715524435043335,-0.4299830198287964,0.2537291646003723
rot_z,35,0.23364929854869843,0.1376442015171051,0.4315943419933319
gripper,35,0.056083448231220245,0.025457551702857018,0.08009347319602966
eef_x,36,-0.03079403191804886,-0.21774758398532867,0.0934564396739006
eef_y,36,0.22681573033332825,0.12503451108932495,0.37937337160110474
eef_z,36,-0.08072232455015182,-0.16100917756557465,0.02305884100496769
rot_x,36,-1.7017556428909302,-1.9036179780960083,-1.387968897819519
rot_y,36,-0.17165328562259674,-0.4441544711589813,0.07390403747558594
rot_z,36,0.197026789188385,0.12955686450004578,0.3474591374397278
gripper,36,0.05614008381962776,0.026554381474852562,0.08009347319602966
eef_x,37,-0.05321269482374191,-0.1726834625005722,0.09613465517759323
eef_y,37,0.2109014242887497,0.12045466154813766,0.34435972571372986
eef_z,37,-0.10051713138818741,-0.18296830356121063,0.008691205643117428
rot_x,37,-1.70328688621521,-1.9156204462051392,-1.283760905265808
rot_y,37,-0.25622057914733887,-0.5426059365272522,-0.01905367709696293
rot_z,37,0.17822185158729553,0.007773111574351788,0.3216545283794403
gripper,37,0.05615511164069176,0.0026730343233793974,0.07829013466835022
eef_x,38,-0.053648266941308975,-0.23634766042232513,0.03354541212320328
eef_y,38,0.21830207109451294,0.12153862416744232,0.37812376022338867
eef_z,38,-0.07485250383615494,-0.16037337481975555,0.050558220595121384
rot_x,38,-1.6606065034866333,-1.8513026237487793,-1.3117302656173706
rot_y,38,-0.3183678984642029,-0.5190503597259521,-0.17338930070400238
rot_z,38,0.1754160225391388,0.10552658140659332,0.24516618251800537
gripper,38,0.056678980588912964,0.02625107392668724,0.08009347319602966
eef_x,39,-0.00905262865126133,-0.17143584787845612,0.11046627163887024
eef_y,39,0.24639268219470978,0.12628795206546783,0.3759334981441498
eef_z,39,-0.07583993673324585,-0.18058183789253235,0.0649074912071228
rot_x,39,-1.7151145935058594,-1.88694167137146,-1.4513248205184937
rot_y,39,-0.2729828953742981,-0.45155274868011475,-0.08742867410182953
rot_z,39,0.16267763078212738,0.07288459688425064,0.2941742241382599
gripper,39,0.058580268174409866,0.003101031994447112,0.08009347319602966
eef_x,40,0.08767801523208618,-0.11007053405046463,0.26579535007476807
eef_y,40,0.3214235305786133,0.22817343473434448,0.4463436007499695
eef_z,40,0.04667394980788231,-0.039543479681015015,0.14709362387657166
rot_x,40,-1.3970099687576294,-1.636027216911316,-1.025965690612793
rot_y,40,0.032611433416604996,-0.3082471191883087,0.2080288976430893
rot_z,40,0.15517452359199524,0.08473452180624008,0.2677094340324402
gripper,40,0.059149086475372314,0.02473747357726097,0.08009347319602966
eef_x,41,0.08170481771230698,-0.062256019562482834,0.1680290251970291
eef_y,41,0.3158271014690399,0.18588867783546448,0.45636457204818726
eef_z,41,0.022916970774531364,-0.06312242150306702,0.17238155007362366
rot_x,41,-1.4818285703659058,-1.6602462530136108,-1.1044819355010986
rot_y,41,0.029077179729938507,-0.19619598984718323,0.13160718977451324
rot_z,41,0.17865848541259766,0.09495052695274353,0.2589832842350006
gripper,41,0.0520874485373497,0.027514878660440445,0.08009347319602966
eef_x,42,0.07272680848836899,-0.08390045166015625,0.2259177267551422
eef_y,42,0.2688245177268982,0.15401148796081543,0.39534199237823486
eef_z,42,-0.02224830910563469,-0.12744301557540894,0.09789364784955978
rot_x,42,-1.5476504564285278,-1.7484678030014038,-1.243967056274414
rot_y,42,0.07045400142669678,-0.1657756119966507,0.2749304473400116
rot_z,42,0.14448125660419464,0.10704517364501953,0.20452569425106049
gripper,42,0.062218498438596725,0.027300052344799042,0.08009347319602966
eef_x,43,0.09773348271846771,-0.0761004388332367,0.25342169404029846
eef_y,43,0.28361475467681885,0.12287317961454391,0.42638570070266724
eef_z,43,0.002604614943265915,-0.14608381688594818,0.1718103140592575
rot_x,43,-1.6078084707260132,-1.8040214776992798,-1.2559611797332764
rot_y,43,0.08666860312223434,-0.15894338488578796,0.2798197269439697
rot_z,43,0.1655159741640091,0.05367375910282135,0.27043601870536804
gripper,43,0.0541081465780735,0.026864081621170044,0.08009347319602966
eef_x,44,0.07513222098350525,-0.10308395326137543,0.24817952513694763
eef_y,44,0.29109030961990356,0.16491493582725525,0.422990083694458
eef_z,44,0.0013963616220280528,-0.14503951370716095,0.14320380985736847
rot_x,44,-1.5845922231674194,-1.7850912809371948,-1.2887951135635376
rot_y,44,0.04544385150074959,-0.23623180389404297,0.2186768352985382
rot_z,44,0.16568483412265778,0.05174713581800461,0.2716793715953827
gripper,44,0.05641911178827286,0.026463638991117477,0.08009347319602966
eef_x,45,0.08914180099964142,-0.08883385360240936,0.2446679323911667
eef_y,45,0.2922886908054352,0.14785654842853546,0.43435758352279663
eef_z,45,0.018166271969676018,-0.13266967236995697,0.1499045491218567
rot_x,45,-1.5277775526046753,-1.768495798110962,-1.106568694114685
rot_y,45,0.07393771409988403,-0.1487528383731842,0.21345838904380798
rot_z,45,0.15730203688144684,0.08202807605266571,0.24287481606006622
gripper,45,0.05833953246474266,0.027141429483890533,0.08009347319602966
eef_x,46,0.07874097675085068,-0.045371368527412415,0.24451731145381927
eef_y,46,0.29703059792518616,0.16718065738677979,0.41012370586395264
eef_z,46,0.004709172528237104,-0.14401347935199738,0.15840189158916473
rot_x,46,-1.5457324981689453,-1.7483601570129395,-1.2164045572280884
rot_y,46,0.017881982028484344,-0.3908674418926239,0.25789836049079895
rot_z,46,0.18745280802249908,0.11382491141557693,0.2779545783996582
gripper,46,0.055506858974695206,0.027241175994277,0.08009347319602966
eef_x,47,0.08919584006071091,-0.03965674340724945,0.2455909103155136
eef_y,47,0.30120062828063965,0.16548565030097961,0.4537257254123688
eef_z,47,0.000562574714422226,-0.14961013197898865,0.10463505983352661
rot_x,47,-1.5360565185546875,-1.751273512840271,-1.1316957473754883
rot_y,47,-0.0024474638048559427,-0.6905333399772644,0.21116264164447784
rot_z,47,0.1809796243906021,0.08120161294937134,0.2924245595932007
gripper,47,0.05716637894511223,0.025391139090061188,0.08009347319602966
eef_x,48,0.07560940086841583,-0.08965042233467102,0.23689007759094238
eef_y,48,0.2808774709701538,0.16042070090770721,0.38644081354141235
eef_z,48,-0.008719798177480698,-0.1576097458600998,0.10586617887020111
rot_x,48,-1.53917396068573,-1.7985738515853882,-1.2515250444412231
rot_y,48,-0.13680322468280792,-1.1144602298736572,0.24706041812896729
rot_z,48,0.13689063489437103,-0.007312599569559097,0.2543821334838867
gripper,48,0.052256595343351364,0.02551632560789585,0.08009347319602966
eef_x,49,0.07883237302303314,-0.046530235558748245,0.2338162660598755
eef_y,49,0.27882692217826843,0.14290116727352142,0.4017169177532196
eef_z,49,-0.01223283912986517,-0.1379280686378479,0.12531372904777527
rot_x,49,-1.5652291774749756,-1.827559232711792,-1.1535385847091675
rot_y,49,0.06276727467775345,-0.2646150290966034,0.3310905396938324
rot_z,49,0.13721813261508942,0.04744866490364075,0.19904157519340515
gripper,49,0.05482000485062599,0.024635523557662964,0.08009347319602966
eef_x,50,0.07883202284574509,-0.09148716926574707,0.2665705382823944
eef_y,50,0.29738810658454895,0.18159416317939758,0.4251236021518707
eef_z,50,0.012438835576176643,-0.12109782546758652,0.11738487333059311
rot_x,50,-1.5541273355484009,-1.7584521770477295,-1.1504602432250977
rot_y,50,0.033129606395959854,-0.5098884105682373,0.21404708921909332
rot_z,50,0.14432476460933685,0.056929122656583786,0.2508612275123596
gripper,50,0.05498513579368591,0.02561386674642563,0.08009347319602966
eef_x,51,0.1133383959531784,-0.013545881025493145,0.27092957496643066
eef_y,51,0.3222326636314392,0.20496845245361328,0.4176819920539856
eef_z,51,0.02493973635137081,-0.10682156682014465,0.1474229395389557
rot_x,51,-1.5461845397949219,-1.783528208732605,-1.100610375404358
rot_y,51,0.04493990167975426,-0.16361716389656067,0.27227887511253357
rot_z,51,0.15991197526454926,0.10873239487409592,0.2607974112033844
gripper,51,0.05305323377251625,0.026961978524923325,0.08009347319602966
eef_x,52,0.09652645885944366,-0.05136949196457863,0.26676812767982483
eef_y,52,0.30524858832359314,0.14575092494487762,0.4198729991912842
eef_z,52,0.015162093564867973,-0.1147751584649086,0.13245654106140137
rot_x,52,-1.543999433517456,-1.773606538772583,-1.173801302909851
rot_y,52,-0.026207534596323967,-0.6179140210151672,0.2994081974029541
rot_z,52,0.15349075198173523,0.03577129915356636,0.27176132798194885
gripper,52,0.053999241441488266,0.026061546057462692,0.08009347319602966
eef_x,53,0.10295897722244263,-0.05410431697964668,0.2671900987625122
eef_y,53,0.3212693929672241,0.18780623376369476,0.427054226398468
eef_z,53,0.02791701816022396,-0.12096966058015823,0.1484149545431137
rot_x,53,-1.529312014579773,-1.7476282119750977,-1.1310579776763916
rot_y,53,0.02012002095580101,-0.2301858514547348,0.23343169689178467
rot_z,53,0.14766378700733185,0.06545564532279968,0.23934409022331238
gripper,53,0.05413692444562912,0.027156246826052666,0.08009347319602966
eef_x,54,0.1105651706457138,-0.04648100584745407,0.26033633947372437
eef_y,54,0.29631274938583374,0.15867936611175537,0.40793412923812866
eef_z,54,0.008556783199310303,-0.11239974945783615,0.14230415225028992
rot_x,54,-1.5688769817352295,-1.78804349899292,-1.1696057319641113
rot_y,54,-0.0083687212318182,-0.6941980123519897,0.27110955119132996
rot_z,54,0.1485009342432022,0.06629772484302521,0.23476573824882507
gripper,54,0.05306815728545189,0.025140196084976196,0.08009347319602966
eef_x,55,0.10101296007633209,-0.04491535946726799,0.2547142505645752
eef_y,55,0.3025999069213867,0.17107069492340088,0.4141594469547272
eef_z,55,0.02408195100724697,-0.08044251054525375,0.13938160240650177
rot_x,55,-1.4670852422714233,-1.7201651334762573,-1.1268253326416016
rot_y,55,-0.023142222315073013,-0.32817625999450684,0.23409788310527802
rot_z,55,0.15297278761863708,-0.012415312230587006,0.25959137082099915
gripper,55,0.05435836315155029,0.02631540782749653,0.08009347319602966
eef_x,56,0.09297353774309158,-0.09031248837709427,0.2604734003543854
eef_y,56,0.3136778175830841,0.17411361634731293,0.44197654724121094
eef_z,56,0.017468435689806938,-0.09574764966964722,0.15779568254947662
rot_x,56,-1.6052353382110596,-1.83327317237854,-1.2552722692489624
rot_y,56,0.17646972835063934,-0.11537843197584152,0.3783732056617737
rot_z,56,0.19432620704174042,0.06860306859016418,0.2851760983467102
gripper,56,0.052781715989112854,0.024068864062428474,0.08009347319602966
